"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr","t_num","t_dir","r_num","r_dir"
"SUWS015961","Equisetopsida","Poales","Typhaceae","Typha latifolia",5294,"L.","Typha","latifolia","","","Smith, S. Galen","1997","Castle, R.","93-298","1993-07-20",1993,7,20,201,"1993-07-20","","Water filled ditch.",NA,"Douglas","Blueberry. Jct. of CTH O and Hwy. 2 [Blueberry]",46.58022,-91.6688,NA,2290,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Castle, R.","Castle, R.",47,"N",10,"W"
"SUWS015963","Equisetopsida","Poales","Typhaceae","Typha X glauca",22082,"Godr.","Typha","X glauca","","","Smith, S. Galen","1997","Munich, Robert A.","19/92","1992-10-12",1992,10,12,286,"1992-10-12","","Swamp on side of road.",NA,"Douglas","5 miles past Lake Amnicon on CTH A",46.4776,-92.07044,NA,9218,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"October","Munich, Robert A.","Other Collectors",46,"N",14,"W"
"SUWS015965","Equisetopsida","Poales","Typhaceae","Typha latifolia",5294,"L.","Typha","latifolia","","","Smith, S. Galen","1974","Hughes, Eileen G.","s.n.","1971-10-10",1971,10,10,283,"1971-10-10","","In the ditch; in 1 foot of water.",NA,"Monroe","Sparta. 2 miles E of I-90; on the S side of Hwy. 21 [near Sparta]",43.94111,-90.80934,NA,3000,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"October","Hughes, Eileen G.","Other Collectors",17,"N",4,"W"
"SUWS015971","Equisetopsida","Commelinales","Pontederiaceae","Pontederia cordata",4605,"L.","Pontederia","cordata","","","","","Stewart, Mary","s.n.","1942-07-20",1942,7,20,201,"1942-07-20","","",NA,"Douglas","Lake Amnicon",46.47775,-92.06105,NA,2321,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Stewart, Mary","Other Collectors",46,"N",14,"W"
"SUWS015988","Equisetopsida","Asparagales","Amaryllidaceae","Allium canadense var. canadense",6475,"","Allium","canadense","canadense","var.","","","Brashier","38b","1964-06-03",1964,6,3,155,"1964-06-03","","Near roadside picinic area on bank of creek; soil moist.",NA,"Juneau","Wonewoc. 1 mile N of Wonewoc on Hwy. 82",43.66724,-90.22346,NA,1056,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",14,"N",2,"E"
"SUWS015992","Equisetopsida","Asparagales","Asparagaceae","Asparagus officinalis",2649,"L.","Asparagus","officinalis","","","","","Castle, R.","94-55","1994-06-26",1994,6,26,177,"1994-06-26","","Riverbank.",NA,"Douglas","Brule. 1 mile W of Brule on Hwy. 2; Brule Rest stop",46.553,-91.57658,NA,4284,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Castle, R.","Castle, R.",47,"N",10,"W"
"SUWS015994","Equisetopsida","Asparagales","Asparagaceae","Asparagus officinalis",2649,"L.","Asparagus","officinalis","","","","","Castle, R.","93-348","1993-08-08",1993,8,8,220,"1993-08-08","","Rich soil.",NA,"Douglas","Brule. Brule Rest stop on Hwy. 2",46.555,-91.57658,NA,4284,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Castle, R.","Castle, R.",47,"N",10,"W"
"SUWS016007","Equisetopsida","Liliales","Liliaceae","Clintonia borealis",8591,"(Aiton) Raf.","Clintonia","borealis","","","Thieret, John W.","1942","C., E. H.","30","1919-08-02",1919,8,2,214,"1919-08-02","","",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","C., E. H.","Other Collectors",49,"N",14,"W"
"SUWS016010","Equisetopsida","Liliales","Liliaceae","Clintonia borealis",8591,"(Aiton) Raf.","Clintonia","borealis","","","","","Team 6","16","1975-07-24",1975,7,24,205,"1975-07-24","","Deciduous forest.",NA,"Ashland","Michigan Island. Team 6, Plot 3, [A project to Northland College funded through CEPA]",46.51931,-90.6037,NA,65098,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Team 6","Other Collectors",47,"N",2,"W"
"SUWS016012","Equisetopsida","Liliales","Liliaceae","Clintonia borealis",8591,"(Aiton) Raf.","Clintonia","borealis","","","","","Brashier","276","1964-06-01",1964,6,1,153,"1964-06-01","","Deep moist woods.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy. 35 on CTH BB on the J. Romans property; [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS016020","Equisetopsida","Liliales","Liliaceae","Clintonia borealis",8591,"(Aiton) Raf.","Clintonia","borealis","","","","","Mitchell, John A.","s.n.","1968-07-14",1968,7,14,196,"1968-07-14","","Wet area, semi-marsh, sedges with grasses, balsam fir present.",NA,"Douglas","Big Lake; Brule River, E side S of Fisherman access",46.47883,-91.60297,NA,986,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Mitchell, John A.","Other Collectors",46,"N",10,"W"
"SUWS016022","Equisetopsida","Liliales","Liliaceae","Clintonia borealis",8591,"(Aiton) Raf.","Clintonia","borealis","","","","","Brashier","42b","1964-06-04",1964,6,4,156,"1964-06-04","","Shady area in deep woods; rich soil.",NA,"Manitowoc","Near Kashbuam Lake on State Hwy. 42; S of jct. with U.S. Hwy. 151",44.05936,-87.73621,NA,200,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",18,"N",23,"E"
"SUWS0160224","Equisetopsida","Asparagales","Asparagaceae","Convallaria majalis var. majalis",6586,"","Convallaria","majalis","majalis","var.","","","Skinner, Dean","060","1970-05-17",1970,5,17,137,"1970-05-17","","Cultivated.",NA,"Winnebago","Oshkosh. Garden, 505 S Irving St., Oshkosh",44.02516,-88.53504,NA,1000,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Skinner, Dean","Other Collectors",18,"N",16,"E"
"SUWS016024","Equisetopsida","Asparagales","Asparagaceae","Convallaria majalis var. majalis",6586,"","Convallaria","majalis","majalis","var.","","","Skinner, Dean","060","1970-05-17",1970,5,17,137,"1970-05-17","","Cultivated.",NA,"Winnebago","Oshkosh. Garden, 505 S Irving St., Oshkosh",44.02516,-88.53504,NA,1000,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Skinner, Dean","Other Collectors",18,"N",16,"E"
"SUWS016027","Equisetopsida","Liliales","Liliaceae","Erythronium americanum subsp. americanum",8773,"","Erythronium","americanum","americanum","subsp.","","","Stone, Kurt","s.n.","1971-05-10",1971,5,10,130,"1971-05-10","","On the edge of a deciduous and evergreen woods.",NA,"Douglas","South Range. 0.5 mile E of South Range on CTH C",46.608,-91.97299,NA,814,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Stone, Kurt","Other Collectors",48,"N",13,"W"
"SUWS016028","Equisetopsida","Liliales","Liliaceae","Erythronium americanum subsp. americanum",8773,"","Erythronium","americanum","americanum","subsp.","","","Sohmer, S. H.","9728","1975-05-07",1975,5,7,127,"1975-05-07","","E-NE slope.",NA,"La Crosse","Bohemian Valley, overlooking Meadowbrook Park",43.73327,-90.97686,NA,1500,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Sohmer, S. H.","Other Collectors",15,"N",5,"W"
"SUWS016029","Equisetopsida","Liliales","Liliaceae","Erythronium americanum subsp. americanum",8773,"","Erythronium","americanum","americanum","subsp.","","","Brendel, William J.","s.n.","1971-05-04",1971,5,4,124,"1971-05-04","","North facing mesic forest.",NA,"La Crosse","Newburg Corners. Bohemian Valley, 4 miles S of Newburg's Corner",43.73327,-90.97686,NA,1500,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brendel, William J.","Other Collectors",15,"N",5,"W"
"SUWS016040","Equisetopsida","Liliales","Liliaceae","Lilium philadelphicum",8631,"L.","Lilium","philadelphicum","","","Cochrane, Theodore S.","2/1973","Brashier","PL-59","1964-07-12",1964,7,12,194,"1964-07-12","","",NA,"Bayfield","Pigeon Lake Field Station; along CTH N",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Valaskey","Brashier",45,"N",8,"W"
"SUWS016045","Equisetopsida","Liliales","Liliaceae","Lilium michiganense",8630,"Farw.","Lilium","michiganense","","","Castle, R.","1994","Mitchell, John A.","s.n.","1968-07-01",1968,7,1,183,"1968-07-01","","Bank of red clay above upper part of creek; with grasses, sedges, red osier dogwood.",NA,"Douglas","Dutchmen's Creek, Lake Superior (school property)",46.69111,-91.91731,NA,29129,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Mitchell, John A.","Other Collectors",49,"N",12,"W"
"SUWS016048","Equisetopsida","Liliales","Liliaceae","Lilium michiganense",8630,"Farw.","Lilium","michiganense","","","Castle, R.","1994","Brashier","223c","1964-07-26",1964,7,26,208,"1964-07-26","","Damp area near roadside.",NA,"Douglas","Superior. About 2 miles S of Superior on Old Hwy. 35; near Greenwood Cemetery",46.63466,-92.10741,NA,1349,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Romans","Brashier",48,"N",14,"W"
"SUWS016062","Equisetopsida","Asparagales","Asparagaceae","Maianthemum canadense",4179,"Desf.","Maianthemum","canadense","","","","","Thomson, John W., Jr.","10715","1941-07-04",1941,7,4,185,"1941-07-04","","",NA,"Bayfield","Cable",46.20801,-91.29213,NA,3036,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.","Thomson, John W., Jr.",43,"N",7,"W"
"SUWS016079","Equisetopsida","Asparagales","Asparagaceae","Maianthemum trifolium",4182,"(L.) Sloboda","Maianthemum","trifolium","","","","","Brashier","s.n.","1965-06-08",1965,6,8,159,"1965-06-08","","Bog.",NA,"Douglas","2 miles N of Amnicon Lake on CTH B",46.53257,-92.05985,NA,1609,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",47,"N",14,"W"
"SUWS016081","Equisetopsida","Asparagales","Asparagaceae","Maianthemum trifolium",4182,"(L.) Sloboda","Maianthemum","trifolium","","","","","Cherf","s.n.","1964-07-15",1964,7,15,197,"1964-07-15","","Bog.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cherf; Brashier","Other Collectors",45,"N",8,"W"
"SUWS016087","Equisetopsida","Asparagales","Asparagaceae","Maianthemum racemosum subsp. racemosum",6745,"","Maianthemum","racemosum","racemosum","subsp.","","","","s.n.","1940-07-14",1940,7,14,196,"1940-07-14","","",NA,"Douglas","Superior. Billings Drive [W side of Superior]",46.68211,-92.15082,NA,2995,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","","Other Collectors",49,"N",14,"W"
"SUWS016088","Equisetopsida","Asparagales","Asparagaceae","Maianthemum racemosum subsp. racemosum",6745,"","Maianthemum","racemosum","racemosum","subsp.","","","Brashier","31c","1964-06-01",1964,6,1,153,"1964-06-01","","Sandy, open roadside area shaded by adjacent woods.",NA,"Burnett","Danbury. 1 mile N of Danbury on State Hwy. 35",46.02157,-92.33938,NA,600,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",41,"N",16,"W"
"SUWS016098","Equisetopsida","Asparagales","Asparagaceae","Maianthemum stellatum",4181,"(L.) Link","Maianthemum","stellatum","","","","","Brashier","73a","1964-06-01",1964,6,1,153,"1964-06-01","","Open sandy area bordering road.",NA,"Burnett","Danbury. 3 miles S of Danbury at jct. of Old 35 Rd. and State Hwy. 35",45.96741,-92.36349,NA,150,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",40,"N",16,"W"
"SUWS016108","Equisetopsida","Liliales","Liliaceae","Streptopus lanceolatus var. longipes",8781,"(Fernald) Reveal","Streptopus","lanceolatus","longipes","var.","","","Team 3","14","1975-08-14",1975,8,14,226,"1975-08-14","","Forest.",NA,"Ashland","Outer Island. Apostle Islands. Team 3, Plot 67",46.93827,-90.65296,NA,27498,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Team 3","Other Collectors",52,"N",2,"W"
"SUWS016111","Equisetopsida","Liliales","Liliaceae","Streptopus amplexifolius",8677,"(L.) DC.","Streptopus","amplexifolius","","","","","Koch, Rudy G.","10204","1976-06-06",1976,6,6,158,"1976-06-06","","Birch-fir stand along stream.",NA,"Bayfield","Port Wing. W side of Port Wing; a park",46.77466,-91.38657,NA,1839,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Koch, Rudy G.","Koch, Rudy G.",50,"N",8,"W"
"SUWS016119","Equisetopsida","Liliales","Liliaceae","Streptopus lanceolatus var. longipes",8781,"(Fernald) Reveal","Streptopus","lanceolatus","longipes","var.","Cochrane, Theodore S.","2/1973","Brashier","19a","1964-06-01",1964,6,1,153,"1964-06-01","","Low, wet wooded area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on James Romans propery [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS016120","Equisetopsida","Liliales","Liliaceae","Streptopus amplexifolius",8677,"(L.) DC.","Streptopus","amplexifolius","","","","","Team 5","7","1975-06-26",1975,6,26,177,"1975-06-26","","",NA,"Ashland","Basswood Island. Apostle Islands. Team 5; Plot 2",46.93827,-90.65296,NA,27498,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Team 5","Other Collectors",52,"N",2,"W"
"SUWS016128","Equisetopsida","Liliales","Melanthiaceae","Trillium grandiflorum",5278,"(Michx.) Salisb.","Trillium","grandiflorum","","","","","Jack, Gloria","006","1980-05-07",1980,5,7,128,"1980-05-07","","",NA,"Douglas","Superior. Along 19th St., Superior",46.71583,-92.10811,NA,1927,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Jack, Gloria","Other Collectors",49,"N",14,"W"
"SUWS016131","Equisetopsida","Liliales","Melanthiaceae","Trillium grandiflorum",5278,"(Michx.) Salisb.","Trillium","grandiflorum","","","","","Brashier","141c","1964-06-05",1964,6,5,157,"1964-06-05","","Sandy loam hillside; broken sunlight filtering to forest floor through trees.",NA,"Marinette","Niagara. Approx. 5 miles S of Niagara on U.S. Hwy. 141 at roadside picnic area",45.69895,-87.99485,NA,3201,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",37,"N",20,"E"
"SUWS016136","Equisetopsida","Liliales","Melanthiaceae","Trillium grandiflorum",5278,"(Michx.) Salisb.","Trillium","grandiflorum","","","","","Brashier","41c","1964-06-02",1964,6,2,154,"1964-06-02","","Shady, moist cool area in creek bottom; heavy woods.",NA,"Pierce","Ellsworth. 2 miles E of Ellsworth on State Hwy. 35 near railroad",44.73218,-92.44664,NA,500,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",26,"N",17,"W"
"SUWS016139","Equisetopsida","Liliales","Melanthiaceae","Trillium cernuum",5276,"L.","Trillium","cernuum","","","","","Castle, R.","93-110","1993-05-13",1993,5,13,133,"1993-05-13","","Rich, drained, shady woods.",NA,"Douglas","Maple. Intersection of CTH F and Hwy. 2 [Maple]",46.58966,-91.72074,NA,1302,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Castle, R.","Castle, R.",47,"N",11,"W"
"SUWS016140","Equisetopsida","Liliales","Melanthiaceae","Trillium cernuum",5276,"L.","Trillium","cernuum","","","","","Castle, R.","93-115","1993-05-20",1993,5,20,140,"1993-05-20","","Rich woods; moist soil.",NA,"Douglas","Brule. CTH H and Hwy 2 [Brule]",46.553,-91.57658,NA,4500,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Castle, R.","Castle, R.",47,"N",10,"W"
"SUWS016144","Equisetopsida","Liliales","Colchicaceae","Uvularia sessilifolia",5315,"L.","Uvularia","sessilifolia","","","","","Brashier","s.n.","1965-05-20",1965,5,20,140,"1965-05-20","","Rich mixed woods.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on James Romans propery [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS016145","Equisetopsida","Liliales","Colchicaceae","Uvularia sessilifolia",5315,"L.","Uvularia","sessilifolia","","","Cochrane, Theodore S.","2/1973","Jones, L. M.","76","1927-05-31",1927,5,31,151,"1927-05-31","","",NA,"Douglas","Lake Minnesuing",46.46806,-91.74518,NA,3446,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Jones, L. M.","Other Collectors",46,"N",11,"W"
"SUWS016154","Equisetopsida","Liliales","Colchicaceae","Uvularia sessilifolia",5315,"L.","Uvularia","sessilifolia","","","Nee, M.","08Jan1970","Brashier","19c","1964-06-01",1964,6,1,153,"1964-06-01","","Low, wet wooded area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on James Romans propery [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS016155","Equisetopsida","Liliales","Colchicaceae","Uvularia sessilifolia",5315,"L.","Uvularia","sessilifolia","","","Nee, M.","08Jan1971","Brashier","19b","1964-06-01",1964,6,1,153,"1964-06-01","","Low, wet wooded area.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on James Romans propery [E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Brashier",46,"N",15,"W"
"SUWS016163","Equisetopsida","Liliales","Colchicaceae","Uvularia grandiflora",5314,"Sm.","Uvularia","grandiflora","","","","","Brashier","s.n.","1965-05-22",1965,5,22,142,"1965-05-22","","River bottom; clay soil; collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy. 35. Nemadji River.",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Brashier",48,"N",14,"W"
"SUWS016164","Equisetopsida","Liliales","Colchicaceae","Uvularia grandiflora",5314,"Sm.","Uvularia","grandiflora","","","","","Jones, L. M.","77","1927-05-22",1927,5,22,142,"1927-05-22","","",NA,"Douglas","Nemadji Valley [several miles S of Superior on State Hwy. 35]",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Jones, L. M.","Other Collectors",48,"N",14,"W"
"SUWS016165","Equisetopsida","Liliales","Colchicaceae","Uvularia grandiflora",5314,"Sm.","Uvularia","grandiflora","","","","","Brashier","s.n.","1965-05-26",1965,5,26,146,"1965-05-26","","River bottom; clay soil; collected 1 month after area was flooded.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy. 35. Nemadji River.",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Brashier; Romans","Brashier",48,"N",14,"W"
"SUWS016166","Equisetopsida","Liliales","Colchicaceae","Uvularia grandiflora",5314,"Sm.","Uvularia","grandiflora","","","","","Sohmer, S. H.","1756","1968-05-25",1968,5,25,146,"1968-05-25","","Woods near road.",NA,"Monroe","Portland. 1.5 miles S of Portland on CTH X and gravel rd.",43.75097,-90.89038,NA,2862,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Sohmer, S. H.","Other Collectors",15,"N",4,"W"
"SUWS016167","Equisetopsida","Liliales","Colchicaceae","Uvularia grandiflora",5314,"Sm.","Uvularia","grandiflora","","","","","Sohmer, S. H.","1830","1968-05-25",1968,5,25,146,"1968-05-25","","Woods.",NA,"Monroe","Portland. 2 miles W of Portland on Rt. 33",43.76885,-90.8983,NA,3000,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"May","Sohmer, S. H.","Other Collectors",15,"N",4,"W"
"SUWS016179","Equisetopsida","Asparagales","Iridaceae","Iris pseudacorus",3942,"L.","Iris","pseudacorus","","","","","Thomson, John W., Jr.","s.n.","1942-07-18",1942,7,18,199,"1942-07-18","","",NA,"Douglas","Superior. Sand Island in Superior Bay",46.73216,-92.0663,NA,5466,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.; Smith, C. W.","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS016183","Equisetopsida","Asparagales","Iridaceae","Iris pseudacorus",3942,"L.","Iris","pseudacorus","","","","","Castle, R.","93-307","1993-07-24",1993,7,24,205,"1993-07-24","","Along beach.",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Castle, R.","Castle, R.",49,"N",14,"W"
"SUWS016189","Equisetopsida","Asparagales","Iridaceae","Iris versicolor",3944,"L.","Iris","versicolor","","","","","Brashier","PL-153","1964-06-24",1964,6,24,176,"1964-06-24","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Ruff","Brashier",45,"N",8,"W"
"SUWS016191","Equisetopsida","Asparagales","Iridaceae","Iris versicolor",3944,"L.","Iris","versicolor","","","","","Brashier","PL-152","1964-06-25",1964,6,25,177,"1964-06-25","","Roadside.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Smith","Brashier",45,"N",8,"W"
"SUWS016192","Equisetopsida","Asparagales","Iridaceae","Iris versicolor",3944,"L.","Iris","versicolor","","","","","Clement, G. G.","11071","1939-07-07",1939,7,7,188,"1939-07-07","","",NA,"Douglas","Superior",46.68122,-92.06631,NA,12939,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Clement, G. G.","Other Collectors",49,"N",14,"W"
