"catalogNumber","county","recordedBy_primary","recordedBy_secondary","recordedBy_tertiary"
"SUWS015857","Iron","Koch, Rudy G.","",""
"SUWS015858","Douglas","Koch, Rudy G.","",""
"SUWS015859","Douglas","Koch, Rudy G.","",""
"SUWS015860","Bayfield","Koch, Rudy G.","",""
"SUWS015861","Douglas","Koch, Rudy G.","",""
"SUWS015862","Bayfield","Koch, Rudy G.","",""
"SUWS015863","Douglas","Thomson, John W., Jr.","",""
"SUWS015867","Douglas","Castle, R.","",""
"SUWS015870","Ashland","Koch, Rudy G.","",""
"SUWS015871","Burnett","Koch, Rudy G.","",""
"SUWS015872","Trempealeau","Sohmer, S. H."," Demaske, D.",""
"SUWS015873","Trempealeau","Sohmer, S. H."," Demaske, D.",""
"SUWS015874","Trempealeau","Hartley, Thomas G.","",""
"SUWS015875","Iowa","Nee, M.","",""
"SUWS015876","Monroe","Konkel, Deborah","",""
"SUWS015877","Bayfield","Koch, Rudy G.","",""
"SUWS015878","Burnett","Koch, Rudy G.","",""
"SUWS015879","Bayfield","Koch, Rudy G.","",""
"SUWS015881","Vernon","Ziegler, S. R."," Leykom, M. F.",""
"SUWS015884","Vernon","Sohmer, S. H.","",""
"SUWS015885","La Crosse","Nontelle, Deon M.","",""
"SUWS015887","Douglas","Castle, R.","",""
"SUWS015888","La Crosse","Nontelle, Deon M.","",""
"SUWS015889","Douglas","Collinson, Keith","",""
"SUWS015890","La Crosse","Nontelle, Deon M.","",""
"SUWS015891","Douglas","Thomson, John W., Jr.","",""
"SUWS015894","Trempealeau","Sohmer, S. H."," Demaske, D.",""
"SUWS015896","Bayfield","Thomson, John W., Jr.","",""
"SUWS015897","Buffalo","Witkiewicz, E. J.","",""
"SUWS015898","La Crosse","Swanson, Steven D.","",""
"SUWS015899","Buffalo","Witkiewicz, E. J.","",""
"SUWS015900","Vernon","Swanson, Steven D.","",""
"SUWS015903","Washington","Leitner, Lawrence A.","",""
"SUWS015904","Trempealeau","Demaske, D.","",""
"SUWS015906","Douglas","Thomson, John W., Jr.","",""
"SUWS015907","Douglas","Thomson, John W., Jr.","",""
"SUWS015909","Iron","Koch, Rudy G.","",""
"SUWS015910","Marathon","Anderson, Roger C.","",""
"SUWS015912","Ashland","Smith, W. A.","",""
"SUWS015914","La Crosse","Nontelle, Deon M.","",""
"SUWS015916","Trempealeau","Demaske, D.","",""
"SUWS015917","Douglas","Thomson, John W., Jr.","",""
"SUWS015925","Dane","Miller, Regis B.","",""
"SUWS015926","Winnebago","Rill, Katherine D.","",""
"SUWS015927","Winnebago","Parfitt, Bruce","",""
"SUWS015928","Richland","Koch, Rudy G.","",""
"SUWS015929","Trempealeau","Sohmer, S. H.","",""
"SUWS015930","Sauk","Cochrane, Theodore S."," Cochrane, Barbara A.",""
"SUWS015931","La Crosse","Konkel, Deborah","",""
"SUWS015933","Sauk","Cochrane, Theodore S."," Cochrane, Barbara A.",""
"SUWS015938","Grant","Nee, M.","",""
"SUWS015939","Trempealeau","Sohmer, S. H."," Demaske, D.",""
"SUWS015940","Richland","Cochrane, Theodore S."," Cochrane, Barbara A.",""
"SUWS015941","Trempealeau","Sohmer, S. H."," Demaske, D.",""
"SUWS015942","Trempealeau","Nelson, C. J.","",""
"SUWS015943","Douglas","Castle, R.","",""
"SUWS015944","Douglas","Stackler, Susan","",""
"SUWS015945","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS015946","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS015947","Bayfield","Koch, Rudy G.","",""
"SUWS015948","Douglas","Castle, R.","",""
"SUWS015949","Bayfield","Koch, Rudy G.","",""
"SUWS015951","Douglas","Hansen, Perky","",""
"SUWS015952","Douglas","Munich, Robert A.","",""
"SUWS015953","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS015954","Ashland","Pellett, T. D."," Smith, W. A.",""
"SUWS015955","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS015956","La Crosse","Severson, S.","",""
"SUWS015957","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS015958","Price","Koch, Rudy G.","",""
"SUWS015959","Douglas","Mendenhall, Paula M.","",""
"SUWS015960","Bayfield","Brost, Mike","",""
"SUWS015961","Douglas","Castle, R.","",""
"SUWS015963","Douglas","Munich, Robert A.","",""
"SUWS015964","Douglas","Hansen, Perky","",""
"SUWS015965","Monroe","Hughes, Eileen G.","",""
"SUWS015966","Douglas","Castle, R.","",""
"SUWS015971","Douglas","Stewart, Mary","",""
"SUWS015972","Washburn","Koch, Rudy G.","",""
"SUWS015974","Douglas","Johnson, R.","",""
"SUWS015976","La Crosse","Sefton, D. F.","",""
"SUWS015977","La Crosse","Sohmer, S. H.","",""
"SUWS015979","Douglas","Stackler, Susan","",""
"SUWS015980","Douglas","Clement, G. G.","",""
"SUWS015981","Bayfield","Thomson, John W., Jr.","",""
"SUWS015988","Juneau","Brashier"," Romans",""
"SUWS015992","Douglas","Castle, R.","",""
"SUWS015993","La Crosse","Ziegler, S. R."," Leykom, M. F.",""
"SUWS015994","Douglas","Castle, R.","",""
"SUWS015995","Douglas","Koch, Rudy G.","",""
"SUWS016003","Douglas","Hein, Elizabeth","",""
"SUWS016005","Douglas","Anderson, Jason","",""
"SUWS016006","Douglas","Brost, Mike","",""
"SUWS016007","Douglas","C., E. H.","",""
"SUWS016008","Douglas","Castle, R.","",""
"SUWS016009","Douglas","Thomson, John W., Jr.","",""
"SUWS016010","Ashland","Team 6","",""
"SUWS016011","Iron","Koch, Rudy G.","",""
"SUWS016012","Douglas","Brashier"," Romans",""
"SUWS016013","Ashland","Koch, Rudy G.","",""
"SUWS016020","Douglas","Mitchell, John A.","",""
"SUWS016021","Douglas","Shaw, Merton R.","",""
"SUWS016022","Manitowoc","Brashier"," Romans",""
"SUWS0160224","Winnebago","Skinner, Dean","",""
"SUWS016023","Ashland","Clements, Jimmy D.","",""
"SUWS016024","Winnebago","Skinner, Dean","",""
"SUWS016027","Douglas","Stone, Kurt","",""
"SUWS016028","La Crosse","Sohmer, S. H.","",""
"SUWS016029","La Crosse","Brendel, William J.","",""
"SUWS016038","Douglas","C., E. H.","",""
"SUWS016039","Douglas","Thomson, John W., Jr.","",""
"SUWS016040","Bayfield","Brashier"," Valaskey",""
"SUWS016041","Douglas","Clement, G. G.","",""
"SUWS016042","Douglas","Castle, R.","",""
"SUWS016043","Douglas","Castle, R.","",""
"SUWS016044","Douglas","Castle, R.","",""
"SUWS016045","Douglas","Mitchell, John A.","",""
"SUWS016046","Douglas","Brashier"," Romans",""
"SUWS016048","Douglas","Brashier"," Romans",""
"SUWS016049","Ashland","Team 5","",""
"SUWS016050","Bayfield","Koch, Rudy G.","",""
"SUWS016051","Douglas","Koch, Rudy G.","",""
"SUWS016052","Douglas","Dabydeen, Simon","",""
"SUWS016053","Douglas","Shaw, Merton R.","",""
"SUWS016056","Douglas","Shaw, Merton R.","",""
"SUWS016058","Douglas","Thomson, John W., Jr.","",""
"SUWS016059","Iron","Koch, Rudy G.","",""
"SUWS016060","Bayfield","Koch, Rudy G.","",""
"SUWS016061","Douglas","Thomson, John W., Jr.","",""
"SUWS016062","Bayfield","Thomson, John W., Jr.","",""
"SUWS016063","Douglas","Hein, Elizabeth","",""
"SUWS016065","Douglas","Martin, Bonita","",""
"SUWS016069","Douglas","Koch, Rudy G.","",""
"SUWS016070","Chippewa","Thompson, Kathy L.","",""
"SUWS016071","Ashland","Team 6","",""
"SUWS016075","Bayfield","Koch, Rudy G.","",""
"SUWS016076","Bayfield","Koch, Rudy G.","",""
"SUWS016077","Douglas","Shaw, Merton R.","",""
"SUWS016078","Douglas","Koch, Rudy G.","",""
"SUWS016079","Douglas","Brashier"," Romans",""
"SUWS016080","Douglas","Thomson, John W., Jr.","",""
"SUWS016081","Bayfield","Cherf"," Brashier",""
"SUWS016082","Bayfield","Wassgren"," Brashier",""
"SUWS016083","Bayfield","Gunderson"," Brashier",""
"SUWS016084","Douglas","Thomson, John W., Jr.","",""
"SUWS016085","Bayfield","Valaskey"," Brashier",""
"SUWS016086","Douglas","Hein, Elizabeth","",""
"SUWS016087","Douglas","","",""
"SUWS016088","Burnett","Brashier"," Romans",""
"SUWS016089","Ashland","Clements, Jimmy D.","",""
"SUWS016090","Iron","Koch, Rudy G.","",""
"SUWS016092","Douglas","Castle, R.","",""
"SUWS016093","Bayfield","Muller"," Brashier",""
"SUWS016095","Richland","Koch, Rudy G.","",""
"SUWS016096","Douglas","Koch, Rudy G.","",""
"SUWS016097","Douglas","Shaw, Merton R.","",""
"SUWS016098","Burnett","Brashier"," Romans",""
"SUWS016099","Douglas","McGovern, Scott","",""
"SUWS016100","Douglas","Thomson, John W., Jr.","",""
"SUWS016101","Douglas","Brashier"," Romans",""
"SUWS016103","Douglas","Olson, Patti","",""
"SUWS016104","Douglas","Mendenhall, Paula M.","",""
"SUWS016105","Douglas","Koch, Rudy G.","",""
"SUWS016106","Douglas","Munich, Robert A.","",""
"SUWS016107","Douglas","Koch, Rudy G.","",""
"SUWS016108","Ashland","Team 3","",""
"SUWS016109","Douglas","Castle, R.","",""
"SUWS016110","Ashland","Clements, Jimmy D.","",""
"SUWS016111","Bayfield","Koch, Rudy G.","",""
"SUWS016112","Bayfield","Koch, Rudy G.","",""
"SUWS016113","Douglas","Thomson, John W., Jr.","",""
"SUWS016114","Bayfield","Walvoord"," Brashier",""
"SUWS016115","Douglas","Brashier"," Romans",""
"SUWS016117","Ashland","Koch, Rudy G.","",""
"SUWS016118","Ashland","Clements, Jimmy D.","",""
"SUWS016119","Douglas","Brashier"," Romans",""
"SUWS016120","Ashland","Team 5","",""
"SUWS016128","Douglas","Jack, Gloria","",""
"SUWS016130","Douglas","Staupe, Jane","",""
"SUWS016131","Marinette","Brashier"," Romans",""
"SUWS016133","Ashland","Ludwig, Larry","",""
"SUWS016134","Fond du Lac","Skinner, Dean","",""
"SUWS016136","Pierce","Brashier"," Romans",""
"SUWS016137","Bayfield","Ladish, Mark","",""
"SUWS016138","Bayfield","Koch, Rudy G.","",""
"SUWS016139","Douglas","Castle, R.","",""
"SUWS016140","Douglas","Castle, R.","",""
"SUWS016141","Bayfield","Schmitt, Betty","",""
"SUWS016142","Douglas","Castle, R.","",""
"SUWS016143","Douglas","Koch, Rudy G.","",""
"SUWS016144","Douglas","Brashier"," Romans",""
"SUWS016145","Douglas","Jones, L. M.","",""
"SUWS016146","Bayfield","Mitchell, John A.","",""
"SUWS016147","Douglas","Thomson, John W., Jr.","",""
"SUWS016148","Douglas","Anderson, Mark","",""
"SUWS016149","Douglas","Hein, Elizabeth","",""
"SUWS016150","Douglas","Tendrup, Lynn S.","",""
"SUWS016151","Douglas","Shaw, Merton R.","",""
"SUWS016152","Douglas","Koch, Rudy G.","",""
"SUWS016153","Douglas","Staupe, Jane","",""
"SUWS016154","Douglas","Brashier"," Romans",""
"SUWS016155","Douglas","Brashier"," Romans",""
"SUWS016156","Trempealeau","Demaske, D.","",""
"SUWS016157","La Crosse","Bahr, D.","",""
"SUWS016158","La Crosse","Reik, Renee P.","",""
"SUWS016161","Douglas","Koch, Rudy G.","",""
"SUWS016162","La Crosse","Trapp, K.","",""
"SUWS016163","Douglas","Brashier"," Romans",""
"SUWS016164","Douglas","Jones, L. M.","",""
"SUWS016165","Douglas","Brashier"," Romans",""
"SUWS016166","Monroe","Sohmer, S. H.","",""
"SUWS016167","Monroe","Sohmer, S. H.","",""
"SUWS016178","Douglas","Castle, R.","",""
"SUWS016179","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS016180","Douglas","","",""
"SUWS016181","Douglas","Lahti, Duane","",""
"SUWS016182","Douglas","Flemm, John","",""
"SUWS016183","Douglas","Castle, R.","",""
"SUWS016186","La Crosse","Swanson, Steven D.","",""
"SUWS016187","Iowa","Davis, J. D.","",""
"SUWS016189","Bayfield","Brashier"," Ruff",""
"SUWS016191","Bayfield","Brashier"," Smith",""
"SUWS016192","Douglas","Clement, G. G.","",""
"SUWS016193","Bayfield","Brashier"," Valaskey",""
"SUWS016194","Ashland","Team 2","",""
"SUWS016195","Douglas","Hein, Elizabeth","",""
"SUWS016196","Douglas","","",""
"SUWS016197","Douglas","Hendrickson, Sue","",""
"SUWS016198","Douglas","Koch, Rudy G.","",""
"SUWS016199","Douglas","Jacobson, Roy","",""
"SUWS016200","Douglas","Thomson, John W., Jr.","",""
"SUWS016201","Douglas","Mitchell, John A.","",""
"SUWS016202","Douglas","Thomson, John W., Jr.","",""
"SUWS016203","Douglas","Koch, Rudy G.","",""
"SUWS016205","Iron","Koch, Rudy G.","",""
"SUWS016206","Douglas","Thomson, John W., Jr.","",""
"SUWS016208","Richland","Koch, Rudy G.","",""
"SUWS016210","Trempealeau","Brendel, William J.","",""
"SUWS016212","Douglas","Clement, G. G.","",""
"SUWS016214","Bayfield","Cherf"," Brashier",""
"SUWS016215","Douglas","","",""
"SUWS016221","Polk","Brashier"," Romans",""
"SUWS016224","La Crosse","Demaske, D.","",""
"SUWS016227","Douglas","Castle, R.","",""
"SUWS016229","Trempealeau","Sohmer, S. H.","",""
"SUWS016230","Trempealeau","Nelson, C. J.","",""
"SUWS016231","Bayfield","Brashier"," Romans",""
"SUWS016232","Douglas","Johnson, R."," Castle, R.",""
"SUWS016233","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS016234","Bayfield","Brashier"," Romans",""
"SUWS016236","Bayfield","Koch, Rudy G.","",""
"SUWS016237","Douglas","Tendrup, Lynn S.","",""
"SUWS016238","Ashland","Koch, Rudy G.","",""
"SUWS016239","Douglas","Brashier"," Romans",""
"SUWS016240","Douglas","Olson, Patti","",""
"SUWS016241","Bayfield","Thomson, John W., Jr.","",""
"SUWS016242","Douglas","Castle, R."," Johnson, R."," Anderson, D."
"SUWS016243","Douglas","Brashier"," Romans",""
"SUWS016244","Ashland","Koch, Rudy G.","",""
"SUWS016245","Bayfield","Koch, Rudy G.","",""
"SUWS016246","Douglas","Koch, Rudy G.","",""
"SUWS016247","Ashland","Team 1","",""
"SUWS016248","Douglas","Tendrup, Lynn S.","",""
"SUWS016249","Ashland","Koch, Rudy G.","",""
"SUWS016254","Bayfield","Brashier"," Romans",""
"SUWS016255","Bayfield","Brashier"," Romans",""
"SUWS016256","Douglas","Romans"," Brashier",""
"SUWS016257","Door","Brashier"," Romans",""
"SUWS016258","Douglas","Castle, R.","",""
"SUWS016259","Douglas","Koch, Rudy G.","",""
"SUWS016260","Bayfield","Brashier"," Raatz",""
"SUWS016261","Douglas","Thomson, John W., Jr.","",""
"SUWS016262","Ashland","Koch, Rudy G.","",""
"SUWS016263","Douglas","Brashier"," Romans",""
"SUWS016264","Ashland","Team 1","",""
"SUWS016265","Douglas","Castle, R.","",""
"SUWS016266","Douglas","Mitchell, John A.","",""
"SUWS016267","Ashland","Koch, Rudy G.","",""
"SUWS016272","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS016273","Douglas","Johnson, R.","",""
"SUWS016274","Douglas","Thomson, John W., Jr.","",""
"SUWS016275","Douglas","Hein, Elizabeth","",""
"SUWS016276","Bayfield","Koch, Rudy G.","",""
"SUWS016277","Ashland","Koch, Rudy G.","",""
"SUWS016278","Bayfield","Mitchell, John A.","",""
"SUWS016279","Douglas","Castle, R.","",""
"SUWS016280","Douglas","","",""
"SUWS016281","Douglas","Castle, R."," Johnson, R."," Anderson, D."
"SUWS016282","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS016283","Douglas","Tendrup, Lynn S.","",""
"SUWS016284","Douglas","","",""
"SUWS016285","Bayfield","Koch, Rudy G.","",""
"SUWS016286","Douglas","Thomson, John W., Jr.","",""
"SUWS016287","Douglas","Bruederle, Leo P.","",""
"SUWS016288","Douglas","Thomson, John W., Jr.","",""
"SUWS016289","Walworth","Thomson, John W., Jr.","",""
"SUWS016290","Ashland","Koch, Rudy G.","",""
"SUWS016291","Douglas","Shaw, Merton R.","",""
"SUWS016292","Douglas","Van Buskirk, M.","",""
"SUWS016293","Douglas","Dabydeen, Simon","",""
"SUWS016294","Douglas","Johnson, R.","",""
"SUWS016295","Douglas","Thomson, John W., Jr.","",""
"SUWS016296","Douglas","Thomson, John W., Jr.","",""
"SUWS016297","Bayfield","Brashier"," Paulsen",""
"SUWS016298","Bayfield","Brashier"," Romans",""
"SUWS016300","Douglas","Thomson, John W., Jr.","",""
"SUWS016301","Douglas","Tendrup, Lynn S.","",""
"SUWS016302","Douglas","Koch, Rudy G.","",""
"SUWS016303","Ashland","Koch, Rudy G.","",""
"SUWS016304","Douglas","Thomson, John W., Jr.","",""
"SUWS016305","Polk","Anderson, Derek S.","",""
"SUWS016306","Polk","Anderson, Derek S.","",""
"SUWS016307","Polk","Anderson, Derek S.","",""
"SUWS016308","Polk","Anderson, Derek S.","",""
"SUWS016309","Polk","Anderson, Derek S.","",""
"SUWS016310","Polk","Anderson, Derek S.","",""
"SUWS016311","Polk","Anderson, Derek S.","",""
"SUWS016312","Polk","Anderson, Derek S.","",""
"SUWS016313","Polk","Anderson, Derek S.","",""
"SUWS016314","Polk","Anderson, Derek S.","",""
"SUWS016315","Polk","Anderson, Derek S.","",""
"SUWS016316","Polk","Anderson, Derek S.","",""
"SUWS016317","Polk","Anderson, Derek S.","",""
"SUWS016318","Polk","Anderson, Derek S.","",""
"SUWS016319","Polk","Anderson, Derek S.","",""
"SUWS016320","Polk","Anderson, Derek S.","",""
"SUWS016321","Polk","Anderson, Derek S.","",""
"SUWS016322","Douglas","Anderson, Derek S.","",""
"SUWS016323","Douglas","Anderson, Derek S.","",""
"SUWS016324","Douglas","Anderson, Derek S.","",""
"SUWS016325","Douglas","Anderson, Derek S.","",""
"SUWS016326","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016327","Polk","Anderson, Derek S.","",""
"SUWS016328","Polk","Anderson, Derek S.","",""
"SUWS016329","Polk","Anderson, Derek S.","",""
"SUWS016330","Polk","Anderson, Derek S.","",""
"SUWS016331","Polk","Anderson, Derek S.","",""
"SUWS016332","Polk","Anderson, Derek S.","",""
"SUWS016333","Polk","Anderson, Derek S.","",""
"SUWS016334","Polk","Anderson, Derek S.","",""
"SUWS016335","Polk","Anderson, Derek S.","",""
"SUWS016336","Polk","Anderson, Derek S.","",""
"SUWS016337","Polk","Anderson, Derek S.","",""
"SUWS016338","Polk","Anderson, Derek S.","",""
"SUWS016339","Polk","Anderson, Derek S.","",""
"SUWS016340","Polk","Anderson, Derek S.","",""
"SUWS016341","Polk","Anderson, Derek S.","",""
"SUWS016342","Polk","Anderson, Derek S.","",""
"SUWS016343","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS016344","Polk","Anderson, Derek S.","",""
"SUWS016345","Polk","Anderson, Derek S.","",""
"SUWS016346","Polk","Anderson, Derek S.","",""
"SUWS016347","Polk","Anderson, Derek S.","",""
"SUWS016348","Polk","Anderson, Derek S.","",""
"SUWS016349","Polk","Anderson, Derek S.","",""
"SUWS016350","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016351","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016352","Polk","Anderson, Derek S.","",""
"SUWS016353","Polk","Anderson, Derek S.","",""
"SUWS016354","Polk","Anderson, Derek S.","",""
"SUWS016355","Polk","Anderson, Derek S.","",""
"SUWS016356","Polk","Anderson, Derek S.","",""
"SUWS016357","Polk","Anderson, Derek S.","",""
"SUWS016358","Polk","Anderson, Derek S.","",""
"SUWS016359","Polk","Anderson, Derek S.","",""
"SUWS016360","Polk","Anderson, Derek S.","",""
"SUWS016361","Polk","Anderson, Derek S.","",""
"SUWS016362","Polk","Anderson, Derek S.","",""
"SUWS016363","Polk","Anderson, Derek S.","",""
"SUWS016365","Polk","Anderson, Derek S.","",""
"SUWS016366","Polk","Anderson, Derek S.","",""
"SUWS016367","Polk","Anderson, Derek S.","",""
"SUWS016368","Polk","Anderson, Derek S.","",""
"SUWS016369","Polk","Anderson, Derek S.","",""
"SUWS016370","Polk","Anderson, Derek S.","",""
"SUWS016371","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016372","Polk","Anderson, Derek S.","",""
"SUWS016373","Polk","Anderson, Derek S.","",""
"SUWS016374","Polk","Anderson, Derek S.","",""
"SUWS016375","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016376","Polk","Anderson, Derek S.","",""
"SUWS016377","Polk","Anderson, Derek S.","",""
"SUWS016378","Polk","Anderson, Derek S.","",""
"SUWS016379","Polk","Anderson, Derek S.","",""
"SUWS016380","Polk","Anderson, Derek S.","",""
"SUWS016381","Polk","Anderson, Derek S.","",""
"SUWS016382","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016383","Polk","Anderson, Derek S.","",""
"SUWS016384","Polk","Anderson, Derek S.","",""
"SUWS016385","Polk","Anderson, Derek S.","",""
"SUWS016386","Polk","Anderson, Derek S.","",""
"SUWS016387","Polk","Anderson, Derek S.","",""
"SUWS016388","Polk","Anderson, Derek S.","",""
"SUWS016389","Polk","Anderson, Derek S.","",""
"SUWS016390","Polk","Anderson, Derek S.","",""
"SUWS016391","Polk","Anderson, Derek S.","",""
"SUWS016392","Polk","Anderson, Derek S.","",""
"SUWS016393","Polk","Anderson, Derek S.","",""
"SUWS016394","Polk","Anderson, Derek S.","",""
"SUWS016395","Polk","Anderson, Derek S.","",""
"SUWS016396","Polk","Anderson, Derek S.","",""
"SUWS016397","Polk","Anderson, Derek S.","",""
"SUWS016398","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS016399","Polk","Anderson, Derek S.","",""
"SUWS016400","Polk","Anderson, Derek S.","",""
"SUWS016401","Polk","Anderson, Derek S.","",""
"SUWS016402","Polk","Anderson, Derek S.","",""
"SUWS016403","Polk","Anderson, Derek S.","",""
"SUWS016404","Polk","Anderson, Derek S.","",""
"SUWS016405","Polk","Anderson, Derek S.","",""
"SUWS016406","Polk","Anderson, Derek S.","",""
"SUWS016407","Polk","Anderson, Derek S.","",""
"SUWS016408","Polk","Anderson, Derek S.","",""
"SUWS016409","Polk","Anderson, Derek S.","",""
"SUWS016410","Polk","Anderson, Derek S.","",""
"SUWS016411","Polk","Anderson, Derek S.","",""
"SUWS016412","Polk","Anderson, Derek S.","",""
"SUWS016413","Polk","Anderson, Derek S.","",""
"SUWS016414","Polk","Anderson, Derek S.","",""
"SUWS016415","Polk","Anderson, Derek S.","",""
"SUWS016416","Polk","Anderson, Derek S.","",""
"SUWS016417","Polk","Anderson, Derek S.","",""
"SUWS016418","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016419","Polk","Anderson, Derek S."," Davdison, Donald W.",""
"SUWS016420","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016421","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016422","Polk","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016423","Polk","Anderson, Derek S.","",""
"SUWS016424","Polk","Anderson, Derek S.","",""
"SUWS016425","Polk","Anderson, Derek S.","",""
"SUWS016426","Polk","Anderson, Derek S.","",""
"SUWS016427","Polk","Anderson, Derek S.","",""
"SUWS016428","Polk","Anderson, Derek S.","",""
"SUWS016429","Polk","Anderson, Derek S.","",""
"SUWS016430","Polk","Anderson, Derek S.","",""
"SUWS016431","Polk","Anderson, Derek S.","",""
"SUWS016432","Polk","Anderson, Derek S.","",""
"SUWS016433","Polk","Anderson, Derek S.","",""
"SUWS016434","Polk","Anderson, Derek S.","",""
"SUWS016435","Polk","Anderson, Derek S.","",""
"SUWS016436","Polk","Anderson, Derek S.","",""
"SUWS016437","Polk","Anderson, Derek S.","",""
"SUWS016438","Polk","Anderson, Derek S.","",""
"SUWS016439","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016440","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS016441","Polk","Anderson, Derek S.","",""
"SUWS016442","Polk","Anderson, Derek S.","",""
"SUWS016443","Polk","Anderson, Derek S.","",""
"SUWS016444","Polk","Anderson, Derek S.","",""
"SUWS016445","Polk","Anderson, Derek S."," Davdison, Donald W.",""
"SUWS016446","Polk","Anderson, Derek S.","",""
"SUWS016447","Polk","Anderson, Derek S.","",""
"SUWS016448","Polk","Anderson, Derek S.","",""
"SUWS016449","Polk","Anderson, Derek S.","",""
"SUWS016450","Polk","Anderson, Derek S.","",""
"SUWS016451","Polk","Anderson, Derek S.","",""
"SUWS016452","Polk","Anderson, Derek S.","",""
"SUWS016453","Polk","Anderson, Derek S.","",""
"SUWS016454","Polk","Anderson, Derek S.","",""
"SUWS016455","Polk","Anderson, Derek S.","",""
"SUWS016456","Polk","Anderson, Derek S.","",""
"SUWS016457","Polk","Anderson, Derek S.","",""
"SUWS016458","Polk","Anderson, Derek S.","",""
"SUWS016459","Polk","Anderson, Derek S.","",""
"SUWS016460","Douglas","Anderson, Derek S."," Branstad, David A.",""
"SUWS016461","Polk","Anderson, Derek S.","",""
"SUWS016462","Polk","Anderson, Derek S.","",""
"SUWS016463","Polk","Anderson, Derek S.","",""
"SUWS016464","Polk","Anderson, Derek S.","",""
"SUWS016465","Polk","Anderson, Derek S.","",""
"SUWS016466","Polk","Anderson, Derek S.","",""
"SUWS016467","Polk","Anderson, Derek S.","",""
"SUWS016468","Polk","Anderson, Derek S.","",""
"SUWS016469","Polk","Anderson, Derek S.","",""
"SUWS016470","Douglas","Anderson, Derek S.","",""
"SUWS016471","Polk","Anderson, Derek S.","",""
"SUWS016472","Polk","Anderson, Derek S.","",""
"SUWS016473","Polk","Anderson, Derek S.","",""
"SUWS016474","Douglas","Neely, Chuck","",""
"SUWS016475","Douglas","Neely, Chuck","",""
"SUWS016476","Douglas","Neely, Chuck","",""
"SUWS016477","Douglas","Neely, Chuck","",""
"SUWS016478","Douglas","Neely, Chuck","",""
"SUWS016479","Douglas","Neely, Chuck","",""
"SUWS016480","Douglas","Neely, Chuck","",""
"SUWS016481","Douglas","Buman, Sarah","",""
"SUWS016482","Douglas","Anderson, Lisa","",""
"SUWS016483","Bayfield","Anderson, Lisa","",""
"SUWS016484","Douglas","Buman, Sarah","",""
"SUWS016485","Douglas","Buman, Sarah","",""
"SUWS016487","Douglas","Buman, Sarah","",""
"SUWS016488","Douglas","Buman, Sarah","",""
"SUWS016489","Douglas","Buman, Sarah","",""
"SUWS016490","Douglas","Buman, Sarah","",""
"SUWS016491","Douglas","Buman, Sarah","",""
"SUWS016492","Douglas","Buman, Sarah","",""
"SUWS016493","Douglas","Buman, Sarah","",""
"SUWS016494","Douglas","Buman, Sarah","",""
"SUWS016495","Douglas","Buman, Sarah","",""
"SUWS016496","Bayfield","Anderson, Lisa","",""
"SUWS016497","Bayfield","Anderson, Lisa","",""
"SUWS016498","Bayfield","Anderson, Lisa","",""
"SUWS016499","Bayfield","Anderson, Lisa","",""
"SUWS016500","Bayfield","Anderson, Lisa","",""
"SUWS016501","Bayfield","Anderson, Lisa","",""
"SUWS016502","Bayfield","Anderson, Lisa","",""
"SUWS016503","Bayfield","Anderson, Lisa","",""
"SUWS016504","Bayfield","Anderson, Lisa","",""
"SUWS016505","Bayfield","Anderson, Lisa","",""
"SUWS016506","Bayfield","Anderson, Lisa","",""
"SUWS016507","Bayfield","Anderson, Lisa","",""
"SUWS016508","Bayfield","Anderson, Lisa","",""
"SUWS016509","Bayfield","Anderson, Lisa","",""
"SUWS016510","Bayfield","Anderson, Lisa","",""
"SUWS016511","Bayfield","Anderson, Lisa","",""
"SUWS016512","Douglas","Anderson, Lisa","",""
"SUWS016513","Bayfield","Anderson, Lisa","",""
"SUWS016514","Bayfield","Anderson, Lisa","",""
