"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS015500","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015501","Burnett","Brashier",41,"N",16,"W"
"SUWS015502","Burnett","Brashier",41,"N",16,"W"
"SUWS015507","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS015508","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015509","Manitowoc","Brashier",18,"N",23,"E"
"SUWS015510","Bayfield","Brashier",48,"N",8,"W"
"SUWS015511","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015512","Bayfield","Hjerleid",44,"N",7,"W"
"SUWS015513","St. Croix","Holden",29,"N",19,"W"
"SUWS015514","Douglas","Koch, Rudy G.",46,"N",14,"W"
"SUWS015515","Bayfield","Collins",45,"N",8,"W"
"SUWS015516","Sawyer","Barnard",NA,NA,NA,NA
"SUWS015518","Bayfield","Brashier",45,"N",8,"W"
"SUWS015519","Bayfield","Cornell",NA,NA,NA,NA
"SUWS015523","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015524","Douglas","Brashier",49,"N",13,"W"
"SUWS015525","Douglas","Castle, R.",49,"N",13,"W"
"SUWS015526","Douglas","Munich, Robert A.",49,"N",13,"W"
"SUWS015527","Douglas","Hansen, Perky",49,"N",13,"W"
"SUWS015528","Douglas","McGovern, Scott",49,"N",13,"W"
"SUWS015529","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015530","Douglas","Castle, R.",46,"N",11,"W"
"SUWS015533","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015534","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015536","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015537","Douglas","Castle, R.",45,"N",13,"W"
"SUWS015538","Douglas","Castle, R.",47,"N",11,"W"
"SUWS015539","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015542","Douglas","Castle, R.",48,"N",10,"W "
"SUWS015543","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015544","Bayfield","Cornell",45,"N",8,"W"
"SUWS015548","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS015549","Bayfield","Holden",44,"N",7,"W"
"SUWS015550","Douglas","Castle, R.",49,"N",12,"W"
"SUWS015551","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015552","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015553","Bayfield","Thomson, John W., Jr.",45,"N",9,"W"
"SUWS015554","Bayfield","Thomson, John W., Jr.",45,"N",9,"W"
"SUWS015555","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015556","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015557","Douglas","Thomson, John W., Jr.",44,"N",12,"W"
"SUWS015558","Douglas","Brashier",NA,NA,NA,NA
"SUWS015559","Polk","Brashier",NA,NA,NA,NA
"SUWS015560","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015561","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015566","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015567","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS015570","Barron","Harvey, Karen",32,"N",10,"W"
"SUWS015572","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015573","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS015574","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS015575","Iron","Koch, Rudy G.",45,"N",2,"E"
"SUWS015576","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015577","Bayfield","Anderson, Jason",NA,NA,NA,NA
"SUWS015578","Ashland","Harriman, Neil A.",44,"N",2,"W"
"SUWS015579","Ashland","Iltis, Hugh H.",44,"N",2,"W"
"SUWS015580","Vilas","Smith, W. A.",40,"N",7,"E"
"SUWS015583","La Crosse","Pellett, T. D.",17,"N",8,"W"
"SUWS015584","Bayfield","Thoren",45,"N",8,"W"
"SUWS015585","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015587","Bayfield","Fassett, Norman C.",47,"N",8,"W"
"SUWS015589","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015590","Washburn","Koch, Rudy G.",42,"N",13,"W"
"SUWS015592","Bayfield","Sohmer, S. H.",45,"N",8,"W"
"SUWS015599","Bayfield","Koch, Rudy G.",45,"N",5,"W"
"SUWS015600","Ashland","Smith, W. A.",48,"N",2,"W"
"SUWS015602","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015603","Marinette","Iltis, Hugh H.",31,"N",19,"E"
"SUWS015605","Douglas","Koch, Rudy G.",46,"N",14,"W"
"SUWS015606","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015607","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS015608","Richland","Koch, Rudy G.",11,"N",2,"W"
"SUWS015609","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS015611","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS015612","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS015613","Ashland","Koch, Rudy G.",42,"N",2,"W"
"SUWS015614","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015615","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015617","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015618","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015619","Monroe","Sohmer, S. H.",15,"N",4,"W"
"SUWS015622","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS015624","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015625","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS015626","La Crosse","Sohmer, S. H.",17,"N",8,"W"
"SUWS015627","Bayfield","Koch, Rudy G.",48,"N",7,"W"
"SUWS015628","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015629","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015630","Monroe","Sohmer, S. H.",17,"N",3,"W"
"SUWS015631","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015632","Outagamie","Harriman, Neil A.",22,"N",15,"E"
"SUWS015633","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS015635","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS015636","Monroe","Sohmer, S. H.",17,"N",3,"W"
"SUWS015637","Ashland","Koch, Rudy G.",42,"N",2,"W"
"SUWS015638","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS015639","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015640","Monroe","Sohmer, S. H.",15,"N",4,"W"
"SUWS015642","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015644","La Crosse","Swanson, Steven D.",15,"N",7,"W"
"SUWS015645","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS015646","Richland","Koch, Rudy G.",9,"N",2,"W"
"SUWS015647","Douglas","Thomson, John W., Jr.",47,"N",15,"W"
"SUWS015648","Douglas","Martin, Bonita",49,"N",14,"W"
"SUWS015649","Douglas","Koch, Rudy G.",45,"N",11,"W"
"SUWS015650","Iron","Koch, Rudy G.",47,"N",1,"W"
"SUWS015651","Washburn","Koch, Rudy G.",41,"N",12,"W"
"SUWS015652","Iron","Koch, Rudy G.",47,"N",1,"W"
"SUWS015653","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS015654","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015655","Douglas","Thomson, John W., Jr.",49,"N",11,"W"
"SUWS015656","Bayfield","Sohmer, S. H.",45,"N",8,"W"
"SUWS015657","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015658","Bayfield","Koch, Rudy G.",44,"N",7,"W"
"SUWS015659","La Crosse","Sohmer, S. H.",15,"N",7,"W"
"SUWS015660","La Crosse","Sohmer, S. H.",15,"N",7,"W"
"SUWS015661","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015663","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015664","Washburn","Koch, Rudy G.",41,"N",12,"W"
"SUWS015665","La Crosse","Nontelle, Deon M.",15,"N",6,"W"
"SUWS015666","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS015667","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015668","Douglas","Thomson, John W., Jr.",45,"N",14,"W"
"SUWS015669","Burnett","Koch, Rudy G.",41,"N",16,"W"
"SUWS015670","Ashland","Koch, Rudy G.",42,"N",2,"W"
"SUWS015671","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015672","Bayfield","Sohmer, S. H.",45,"N",8,"W"
"SUWS015673","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015675","Bayfield","Thomson, John W., Jr.",45,"N",9,"W"
"SUWS015677","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015678","Ashland","Koch, Rudy G.",NA,NA,NA,NA
"SUWS015679","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS015680","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015681","Bayfield","Koch, Rudy G.",52,"N",4,"W "
"SUWS015682","La Crosse","Sohmer, S. H.",16,"N",6,"W"
"SUWS015683","Dane","Stout, A. B.",NA,NA,NA,NA
"SUWS015684","Douglas","Thomson, John W., Jr.",48,"N",13,"W"
"SUWS015685","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015686","Douglas","Koch, Rudy G.",47,"N",10,"W"
"SUWS015687","Waukesha","Cull, Irene",7," N",18,"E"
"SUWS015688","Ashland","Koch, Rudy G.",42,"N",2,"W"
"SUWS015689","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015690","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015691","Bayfield","Spoor, William J., Jr.",45,"N",8,"W"
"SUWS015692","Bayfield","Koch, Rudy G.",49,"N",4,"W"
"SUWS015693","Bayfield","Sohmer, S. H.",45,"N",8,"W"
"SUWS015694","Trempealeau","Thompson, Kathy L.",19,"N",9,"W"
"SUWS015695","Waukesha","Leitner, Lawrence A.",5," N",20,"E"
"SUWS015697","Bayfield","Koch, Rudy G.",44,"N",7,"W"
"SUWS015698","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015699","Bayfield","Koch, Rudy G.",44,"N",7,"W"
"SUWS015701","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015702","La Crosse","Thorne, R. F.",18,"N",7,"W"
"SUWS015703","Price","Koch, Rudy G.",40,"N",1,"E"
"SUWS015704","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015705","Vernon","Sohmer, S. H.",14,"N",7,"W"
"SUWS015706","Douglas","Castle, R.",49,"N",14,"W"
"SUWS015707","La Crosse","Sohmer, S. H.",15,"N",7,"W"
"SUWS015708","Buffalo","Koch, Rudy G.",19,"N",11,"W"
"SUWS015709","Buffalo","Koch, Rudy G.",19,"N",11,"W"
"SUWS015713","Brown","Fewless, Gary",24,"N",21,"E"
"SUWS015714","Monroe","Sohmer, S. H.",17,"N",3,"W"
"SUWS015716","La Crosse","Sohmer, S. H.",15,"N",7,"W"
"SUWS015718","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015719","Vernon","Ziegler, S. R.",14,"N",7,"W"
"SUWS015720","Marinette","Koch, Rudy G.",36,"N",21,"E"
"SUWS015721","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015722","Bayfield","Koch, Rudy G.",47,"N",8,"W"
"SUWS015723","Bayfield","Ziegler, S. R.",45,"N",8,"W"
"SUWS015724","Bayfield","Thomson, John W., Jr.",47,"N",9,"W"
"SUWS015727","La Crosse","Nontelle, Deon M.",17,"N",5,"W"
"SUWS015728","Ashland","Pellett, T. D.",48,"N",2,"W"
"SUWS015729","Monroe","Sohmer, S. H.",17,"N",3,"W"
"SUWS015730","Iron","Koch, Rudy G.",44,"N",2,"E"
"SUWS015732","La Crosse","Sohmer, S. H.",17,"N",8,"W"
"SUWS015734","Douglas","Thomson, John W., Jr.",47,"N",11,"W"
"SUWS015736","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015738","Ashland","Koch, Rudy G.",42,"N",2,"W"
"SUWS015739","Bayfield","Wassgren",45,"N",8,"W"
"SUWS015740","Bayfield","Chen, Jane Meau",46,"N",7,"W"
"SUWS015741","Ashland","Koch, Rudy G.",53,"N",3,"W"
"SUWS015742","Douglas","Thomson, John W., Jr.",46,"N",14,"W"
"SUWS015743","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015744","Douglas","Koch, Rudy G.",46,"N",15,"W"
"SUWS015745","Douglas","Thomson, John W., Jr.",47,"N",11,"W"
"SUWS015746","Douglas","Brashier",46,"N",15,"W"
"SUWS015747","Douglas","Bucholdt, Norma",43,"N",11,"W"
"SUWS015748","Bayfield","Koch, Rudy G.",47,"N",8,"W"
"SUWS015749","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS015750","Douglas","Koch, Rudy G.",46,"N",14,"W"
"SUWS015751","Douglas","Brashier",46,"N",15,"W"
"SUWS015754","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015755","Ashland","Koch, Rudy G.",51,"N",1,"W"
"SUWS015756","Douglas","Watson, Dale",49,"N",13,"W"
"SUWS015757","Buffalo","Witkiewicz, E. J.",20,"N",12,"W"
"SUWS015760","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015761","Bayfield","Sohmer, S. H.",45,"N",8,"W"
"SUWS015762","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015763","Bayfield","Koch, Rudy G.",50,"N",8,"W"
"SUWS015764","La Crosse","Nontelle, Deon M.",16,"N",7,"W"
"SUWS015765","La Crosse","Sohmer, S. H.",15,"N",5,"W"
"SUWS015766","Bayfield","Koch, Rudy G.",50,"N",6,"W"
"SUWS015767","Iron","Koch, Rudy G.",45,"N",3,"E"
"SUWS015768","Chippewa","Sohmer, S. H.",NA,NA,NA,NA
"SUWS015769","Douglas","McGovern, Scott",49,"N",13,"W"
"SUWS015770","La Crosse","Sohmer, S. H.",17,"N",8,"W"
"SUWS015771","Bayfield","Koch, Rudy G.",50,"N",6,"W"
"SUWS015772","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015774","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015777","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015778","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015779","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS015780","Douglas","Thomson, John W., Jr.",46," N",10,"W"
"SUWS015781","Adams","Shinners, L. H.",19,"N",6,"E"
"SUWS015782","Douglas","Thomson, John W., Jr.",45,"N",10,"W"
"SUWS015783","Bayfield","Thomson, John W., Jr.",46,"N",9,"W"
"SUWS015787","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015788","Douglas","Mendenhall, Paula M.",49,"N",13,"W"
"SUWS015791","Dane","Miller, Regis B.",7,"N",7,"E"
"SUWS015792","Bayfield","Heim, John A.",48,"N",7,"W"
"SUWS015794","Burnett","Johnson, R.",NA,NA,NA,NA
"SUWS015797","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015798","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015804","La Crosse","Demaske, D.",15,"N",7,"W"
"SUWS015806","Dodge","Christian, John R.",12,"N",16,"E"
"SUWS015807","Douglas","Thomson, John W., Jr.",45,"N",10,"W"
"SUWS015809","La Crosse","Demaske, D.",15,"N",7,"W"
"SUWS015810","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015811","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015814","Bayfield","Longenecker, Jean",52,"N",5,"W"
"SUWS015815","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015816","Sheboygan","Shinners, L. H.",NA,NA,NA,NA
"SUWS015819","Ashland","Ugent, Donald",44,"N",3,"W "
"SUWS015822","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015823","Bayfield","Mooring, Margaret",49,"N",6,"W"
"SUWS015825","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS015826","Bayfield","Koch, Rudy G.",49,"N",5,"W"
"SUWS015830","Rock","Thomson, John W., Jr.",4,"N",12,"E"
"SUWS015831","Richland","Nee, M.",10,"N",1,"E"
"SUWS015832","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015833","La Crosse","Nontelle, Deon M.",16,"N",7,"W"
"SUWS015834","Fond du Lac","Leitner, Lawrence A.",14," N",15,"E"
"SUWS015835","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015837","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015840","Douglas","Mendenhall, Paula M.",49,"N",13,"W"
"SUWS015841","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015842","Bayfield","Koch, Rudy G.",52,"N",4,"W "
"SUWS015843","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS015844","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015847","Vernon","Ziegler, S. R.",14,"N",7,"W"
"SUWS015848","Racine","Shinners, L. H.",3,"N",19,"E"
"SUWS015850","Vernon","Smith, W. A.",13,"N",2,"W"
"SUWS015852","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015854","Douglas","Lahti, Duane",47,"N",10,"W"
"SUWS015855","Trempealeau","Thompson, Kathy L.",19,"N",9,"W"
"SUWS015856","La Crosse","Hartley, Thomas G.",16,"N",6,"W"
"SUWS015857","Iron","Koch, Rudy G.",44,"N",2,"E"
"SUWS015858","Douglas","Koch, Rudy G.",43,"N",15,"W"
"SUWS015859","Douglas","Koch, Rudy G.",46,"N",12,"W"
"SUWS015860","Bayfield","Koch, Rudy G.",51,"N",4,"W"
"SUWS015861","Douglas","Koch, Rudy G.",43,"N",11,"W"
"SUWS015862","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS015863","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015867","Douglas","Castle, R.",49,"N",10,"W "
"SUWS015870","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS015871","Burnett","Koch, Rudy G.",42,"N",15,"W"
"SUWS015872","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015873","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015874","Trempealeau","Hartley, Thomas G.",18,"N",8,"W"
"SUWS015875","Iowa","Nee, M.",8,"N",5,"E"
"SUWS015876","Monroe","Konkel, Deborah",17,"N",2,"W"
"SUWS015877","Bayfield","Koch, Rudy G.",45,"N",7,"W"
"SUWS015878","Burnett","Koch, Rudy G.",41,"N",16,"W"
"SUWS015879","Bayfield","Koch, Rudy G.",51,"N",5,"W"
"SUWS015881","Vernon","Ziegler, S. R.",14,"N",7,"W"
"SUWS015884","Vernon","Sohmer, S. H.",14,"N",7,"W"
"SUWS015885","La Crosse","Nontelle, Deon M.",16,"N",7,"W"
"SUWS015887","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015888","La Crosse","Nontelle, Deon M.",17,"N",7,"W"
"SUWS015889","Douglas","Collinson, Keith",49,"N",14,"W"
"SUWS015890","La Crosse","Nontelle, Deon M.",15,"N",7,"W"
"SUWS015891","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015894","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015896","Bayfield","Thomson, John W., Jr.",46,"N",9,"W"
"SUWS015897","Buffalo","Witkiewicz, E. J.",20,"N",12,"W"
"SUWS015898","La Crosse","Swanson, Steven D.",NA,NA,NA,NA
"SUWS015899","Buffalo","Witkiewicz, E. J.",20,"N",12,"W"
"SUWS015900","Vernon","Swanson, Steven D.",14,"N",7,"W"
"SUWS015903","Washington","Leitner, Lawrence A.",12,"N",19,"E"
"SUWS015904","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015906","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS015907","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015909","Iron","Koch, Rudy G.",45,"N",3,"E"
"SUWS015910","Marathon","Anderson, Roger C.",27,"N",8,"E"
"SUWS015912","Ashland","Smith, W. A.",48,"N",2,"W"
"SUWS015914","La Crosse","Nontelle, Deon M.",15,"N",7,"W"
"SUWS015916","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS015917","Douglas","Thomson, John W., Jr.",48,"N",13,"W"
"SUWS015925","Dane","Miller, Regis B.",7,"N",7,"E"
"SUWS015926","Winnebago","Rill, Katherine D.",18," N",16,"E"
"SUWS015927","Winnebago","Parfitt, Bruce",20," N",16,"E"
"SUWS015928","Richland","Koch, Rudy G.",8,"N",1,"E"
"SUWS015929","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015930","Sauk","Cochrane, Theodore S.",10,"N",6,"E"
"SUWS015931","La Crosse","Konkel, Deborah",17,"N",5,"W"
"SUWS015933","Sauk","Cochrane, Theodore S.",10,"N",6,"E"
"SUWS015938","Grant","Nee, M.",3,"N",5,"W"
"SUWS015939","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015940","Richland","Cochrane, Theodore S.",8,"N",2,"E"
"SUWS015941","Trempealeau","Sohmer, S. H.",18,"N",9,"W"
"SUWS015942","Trempealeau","Nelson, C. J.",18,"N",9,"W"
"SUWS015943","Douglas","Castle, R.",49,"N",14,"W"
"SUWS015944","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015945","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015946","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015947","Bayfield","Koch, Rudy G.",50,"N",8,"W"
"SUWS015948","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015949","Bayfield","Koch, Rudy G.",50,"N",8,"W"
"SUWS015951","Douglas","Hansen, Perky",49,"N",13,"W"
"SUWS015952","Douglas","Munich, Robert A.",49,"N",13,"W"
"SUWS015953","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015954","Ashland","Pellett, T. D.",48,"N",2,"W"
"SUWS015955","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015956","La Crosse","Severson, S.",17,"N",7,"W"
"SUWS015957","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015958","Price","Koch, Rudy G.",39,"N",1,"E"
"SUWS015959","Douglas","Mendenhall, Paula M.",49,"N",13,"W"
"SUWS015960","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS015961","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015963","Douglas","Munich, Robert A.",46,"N",14,"W"
"SUWS015964","Douglas","Hansen, Perky",49,"N",13,"W"
"SUWS015965","Monroe","Hughes, Eileen G.",17,"N",4,"W"
"SUWS015966","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015971","Douglas","Stewart, Mary",46,"N",14,"W"
"SUWS015972","Washburn","Koch, Rudy G.",37,"N",11,"W"
"SUWS015974","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS015976","La Crosse","Sefton, D. F.",15,"N",7,"W"
"SUWS015977","La Crosse","Sohmer, S. H.",17,"N",8,"W"
"SUWS015979","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015980","Douglas","Clement, G. G.",NA,NA,NA,NA
"SUWS015981","Bayfield","Thomson, John W., Jr.",48,"N",9,"W"
"SUWS015988","Juneau","Brashier",14,"N",2,"E"
"SUWS015992","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015993","La Crosse","Ziegler, S. R.",15,"N",7,"W"
"SUWS015994","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015995","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS016003","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS016005","Douglas","Anderson, Jason",49,"N",14,"W"
"SUWS016006","Douglas","Brost, Mike",49,"N",13,"W"
"SUWS016007","Douglas","C., E. H.",49,"N",14,"W"
"SUWS016008","Douglas","Castle, R.",49,"N",10,"W"
"SUWS016009","Douglas","Thomson, John W., Jr.",48,"N",13,"W"
"SUWS016010","Ashland","Team 6",47,"N",2,"W"
"SUWS016011","Iron","Koch, Rudy G.",46,"N",1,"W"
"SUWS016012","Douglas","Brashier",46,"N",15,"W"
"SUWS016013","Ashland","Koch, Rudy G.",49,"N",3,"W"
"SUWS016020","Douglas","Mitchell, John A.",46,"N",10,"W"
"SUWS016021","Douglas","Shaw, Merton R.",49,"N",14,"W"
"SUWS016022","Manitowoc","Brashier",18,"N",23,"E"
"SUWS0160224","Winnebago","Skinner, Dean",18,"N",16,"E"
"SUWS016023","Ashland","Clements, Jimmy D.",52,"N",3,"W"
"SUWS016024","Winnebago","Skinner, Dean",18,"N",16,"E"
"SUWS016027","Douglas","Stone, Kurt",48,"N",13,"W"
"SUWS016028","La Crosse","Sohmer, S. H.",15,"N",5,"W"
"SUWS016029","La Crosse","Brendel, William J.",15,"N",5,"W"
"SUWS016038","Douglas","C., E. H.",NA,NA,NA,NA
"SUWS016039","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS016040","Bayfield","Brashier",45,"N",8,"W"
"SUWS016041","Douglas","Clement, G. G.",NA,NA,NA,NA
"SUWS016042","Douglas","Castle, R.",49,"N",10,"W"
"SUWS016043","Douglas","Castle, R.",49,"N",10,"W"
"SUWS016044","Douglas","Castle, R.",49,"N",10,"W"
"SUWS016045","Douglas","Mitchell, John A.",49,"N",12,"W"
"SUWS016046","Douglas","Brashier",NA,NA,NA,NA
"SUWS016048","Douglas","Brashier",48,"N",14,"W"
"SUWS016049","Ashland","Team 5",NA,NA,NA,NA
"SUWS016050","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS016051","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS016052","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS016053","Douglas","Shaw, Merton R.",49,"N",14,"W"
"SUWS016056","Douglas","Shaw, Merton R.",49,"N",14,"W"
"SUWS016058","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS016059","Iron","Koch, Rudy G.",46,"N",2,"E"
"SUWS016060","Bayfield","Koch, Rudy G.",49,"N",5,"W"
"SUWS016061","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS016062","Bayfield","Thomson, John W., Jr.",43,"N",7,"W"
"SUWS016063","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS016065","Douglas","Martin, Bonita",49,"N",13,"W"
"SUWS016069","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS016070","Chippewa","Thompson, Kathy L.",32,"N",7,"W"
"SUWS016071","Ashland","Team 6",NA,NA,NA,NA
"SUWS016075","Bayfield","Koch, Rudy G.",47,"N",8,"W"
"SUWS016076","Bayfield","Koch, Rudy G.",46,"N",8,"W"
"SUWS016077","Douglas","Shaw, Merton R.",46,"N",14,"W"
"SUWS016078","Douglas","Koch, Rudy G.",46,"N",15,"W"
"SUWS016079","Douglas","Brashier",47,"N",14,"W"
"SUWS016080","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS016081","Bayfield","Cherf",45,"N",8,"W"
"SUWS016082","Bayfield","Wassgren",45,"N",8,"W"
"SUWS016083","Bayfield","Gunderson",45,"N",8,"W"
"SUWS016084","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS016085","Bayfield","Valaskey",45,"N",8,"W"
